experiment,target,degree,n_terms,method,train_grid_size,eval_grid_size,train_rmse,train_mae,train_p95_error,train_p99_error,train_max_error,eval_rmse,eval_mae,eval_p95_error,eval_p99_error,eval_max_error,condition_number,linf_training_optimum
grid_robustness,interaction,9,55,Linf,41,251,0.012973794057531986,0.011515939573186007,0.019230844126284175,0.01938559466732764,0.019385594694401875,0.012967437086472001,0.011512466968295675,0.019139934209104537,0.019408411020256616,0.020586350786596534,8.811626449575593,0.019385594667321326
grid_robustness,interaction,10,66,L2,41,251,0.005168842915896681,0.003557659902164094,0.008827186969182388,0.015115020922635813,0.07025582163496161,0.00456877613430122,0.003422463003363083,0.0088040009888265,0.014530685497912699,0.05636884141274894,9.784673996403708,
grid_robustness,interaction,10,66,Linf,41,251,0.008918550767112628,0.007885625319937632,0.013722447811982952,0.013732502899015186,0.013732502914417544,0.008837727359932036,0.007789071438415787,0.013635675358778188,0.013817538109877736,0.014300525011916754,9.784673996403708,0.013732502898996593
grid_robustness,interaction,11,78,L2,41,251,0.0026148951666648814,0.001908121839695122,0.004344142977730059,0.008534567422946572,0.022341270294341145,0.0023391859397768272,0.0018468673088812635,0.004246503867296969,0.005791320331912875,0.018116615650105125,10.753486401739197,
grid_robustness,interaction,11,78,Linf,41,251,0.0037683298616343714,0.0033430385372440106,0.005581615150218822,0.005582700478621394,0.005582700478677701,0.003738386173558965,0.0033057440454793245,0.005554509746396763,0.005602242246990352,0.005862538943385398,10.753486401739197,0.005582700478614769
grid_robustness,interaction,12,91,L2,41,251,0.000622338565464154,0.000485437683577559,0.0010133594748546054,0.002143179522287119,0.0033704059318214463,0.0005587149219968515,0.0004629661367795956,0.0009586174454569996,0.001414833550983815,0.0026323018437611457,11.772279558584941,
grid_robustness,interaction,12,91,Linf,41,251,0.0008252971753824856,0.0007364871320871022,0.001202433072697462,0.0012024330727919753,0.001202433073105361,0.0008173377585569346,0.0007267474043497377,0.0011954146726697035,0.0012147531958150992,0.0014489403883047036,11.772279558584941,0.0012024330727783217
grid_robustness,interaction,13,105,L2,41,251,0.0002474223612982837,0.00017101013142612387,0.00045939969908448397,0.0008918119531499805,0.0026826610385298,0.00022118026009556064,0.00016402370237178374,0.0004424206416119847,0.0007511278031304691,0.0017236017969077255,12.774750425406046,
grid_robustness,interaction,13,105,Linf,41,251,0.0004502342095625649,0.00040000427935605866,0.000676211096271355,0.0006762110991002767,0.0006762225050662707,0.0004488185558662682,0.00039922517185188045,0.000672743305274337,0.0006849771595112686,0.0007406025730022424,12.774750425406046,0.000676211096291573
grid_robustness,interaction,14,120,L2,41,251,0.00012543324366335508,8.958155924723364e-05,0.00022304080007923277,0.0004214550457337876,0.0009049077738293787,0.00011355844053183893,8.627963722883996e-05,0.0002073760591286833,0.00030656505390000074,0.0006651412256817313,13.840851688845886,
