experiment,target,degree,n_terms,method,train_grid_size,eval_grid_size,train_rmse,train_mae,train_p95_error,train_p99_error,train_max_error,eval_rmse,eval_mae,eval_p95_error,eval_p99_error,eval_max_error,condition_number,linf_training_optimum
primary,transition,11,78,Linf,31,201,0.0509308483357251,0.04566797235706832,0.07081935228469072,0.07081935249794621,0.0708193566859679,0.05083379007476298,0.04574845705531003,0.07163410701949768,0.07269033819945425,0.07425879705147764,10.761903124203743,0.07081935228086866
primary,transition,12,91,L2,31,201,0.03982252059884224,0.03280995828191928,0.07819265874819703,0.09338183155653582,0.0990786116722312,0.0395934205630944,0.03287942928305088,0.07797857337190661,0.09415246290541102,0.0981596230715307,11.858716675852053,
primary,transition,12,91,Linf,31,201,0.05093303620342526,0.04567318449971886,0.07081935228085678,0.07081935228243222,0.07081935229401237,0.050835224720984735,0.04574923192386161,0.07165702151127662,0.07276114227006958,0.07486188736596466,11.858716675852053,0.07081935228084238
primary,transition,13,105,L2,31,201,0.026236818380728673,0.021379422143624125,0.048131369742360874,0.0639495714846803,0.06649545915959798,0.026270715883325357,0.02162431547351281,0.05119937469382818,0.06409492905479552,0.06754683822587843,12.900554827496903,
primary,transition,13,105,Linf,31,201,0.0344259622228562,0.030897857084222536,0.04820993376851568,0.048209934030036906,0.04820993771485271,0.03435850829330583,0.030926304060667445,0.048384887786665276,0.04902486264238548,0.050361548030089964,12.900554827496903,0.04820993376815906
primary,transition,14,120,L2,31,201,0.026236818380728673,0.02137942214362422,0.048131369742361374,0.06394957148468028,0.06649545915959743,0.02627071588332536,0.021624315473512828,0.05119937469383151,0.06409492905479697,0.0675468382258777,14.085497427313248,
primary,transition,14,120,Linf,31,201,0.034535774498564945,0.031050235180341685,0.04820993378861915,0.04820993572719547,0.048210008218789346,0.034442482544380114,0.030999539954989927,0.04851877947565808,0.04934539428408835,0.06423205483792771,14.085497427313248,0.04820993376812368
primary,transition,15,136,L2,31,201,0.017282938548224176,0.013862298230604173,0.032172147751042934,0.04402271506932809,0.04614351442811965,0.017455524617483828,0.014233679605585586,0.03348601797754258,0.04358461903730104,0.04620542713833853,15.174287440626356,
primary,transition,15,136,Linf,31,201,0.02314461153167548,0.02075695398160005,0.03212779665512289,0.032127796657538565,0.032127796704483735,0.02306192415267763,0.020740457691008376,0.03222460197301569,0.034382759481801584,0.044722549516485355,15.174287440626356,0.03212779665509837
primary,transition,16,153,L2,31,201,0.017282938548224176,0.013862298230604192,0.03217214775104238,0.044022715069325966,0.04614351442812037,0.017455524617483856,0.014233679605585645,0.033486017977539695,0.0435846190372996,0.04620542713833925,16.47063255067484,
primary,transition,16,153,Linf,31,201,0.02315389111534463,0.02078161576703633,0.03212779665518639,0.0321277967293828,0.03212780592703135,0.02306836376738721,0.020749637805263052,0.032227572510920566,0.03431664476640728,0.04752405755357092,16.47063255067484,0.03212779665510496
